ID,feed_type,feed_shape,feed_particle_size,feed_LHV,C,H,N,S,O,feed_ash,feed_moisture,feed_VM,feed_FC,feed_cellulose,feed_hemicellulose,feed_lignin,temperature,operating_condition,operating_pressure,residence_time,steam_biomass_ratio,ER,gasifying_agent,reactor_type,bed_material,catalyst,scale,N2,H2,CO,CO2,CH4,C2Hn,gas_LHV,gas_tar,gas_yield,char_yield,CGE,CCE,Reference
222,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.17,air + steam,fluidised bed,silica,0,pilot,42.04,20,15.5,16.5,5,0.96,6.55,NaN,1.84,NaN,65,74.05,"Ruoppolo, Waste Management 2012, 32, 724-732"
223,other,pellets,6,21.9,54.9,6.8,0.5,0,37.8,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.23,air,fluidised bed,alumina,1,pilot,36.27,30,13.5,16,3.5,0.73,6.59,NaN,2.63,NaN,79,84.7,"Ruoppolo, Waste Management 2012, 32, 724-732"
224,other,pellets,6,21.9,54.9,6.8,0.5,0,37.8,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.19,air,fluidised bed,alumina,1,pilot,46.31,22,10,19.5,2,0.19,4.35,NaN,2.62,NaN,52,79.2,"Ruoppolo, Waste Management 2012, 32, 724-732"
225,other,pellets,6,21.9,54.9,6.8,0.5,0,37.8,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0.6,0.12,air + steam,fluidised bed,alumina,1,pilot,32.08,32,14,16.5,4,1.42,7.48,NaN,2.14,NaN,73,74.56,"Ruoppolo, Waste Management 2012, 32, 724-732"
226,other,pellets,6,21.9,54.9,6.8,0.5,0,37.8,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.23,air,fluidised bed,silica,0,pilot,44.5,17,16,10.5,12,0,7.81,NaN,2.64,NaN,94,93.18,"Ruoppolo, Waste Management 2012, 32, 724-732"
227,other,pellets,6,21.9,54.9,6.8,0.5,0,37.8,1.48,5.7,82.61,15.91,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.19,air,fluidised bed,silica,0,pilot,48.5,16,15,11.5,9,0,6.69,NaN,1.93,NaN,59,63.25,"Ruoppolo, Waste Management 2012, 32, 724-732"
228,herbaceous biomass,pellets,6,19.3,53.5,5.7,1,0,39.8,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.17,air,fluidised bed,alumina,1,pilot,43.17,17.5,19,13,6.5,0.83,5.95,NaN,1.98,NaN,61,75.22,"Ruoppolo, Waste Management 2012, 32, 724-732"
229,herbaceous biomass,pellets,6,19.3,53.5,5.7,1,0,39.8,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0.44,0.09,air + steam,fluidised bed,alumina,1,pilot,42.11,21,18,12.5,5,1.39,8.64,NaN,1.47,NaN,66,53.49,"Ruoppolo, Waste Management 2012, 32, 724-732"
230,herbaceous biomass,pellets,6,19.3,53.5,5.7,1,0,39.8,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.17,air,fluidised bed,silica,0,pilot,48.5,16,17.5,12,6,0,6.58,NaN,1.76,NaN,60,59.12,"Ruoppolo, Waste Management 2012, 32, 724-732"
231,herbaceous biomass,pellets,6,19.3,53.5,5.7,1,0,39.8,3.51,8.9,74.86,21.62,NaN,NaN,NaN,780,continuous,atmospheric,40,0.44,0.09,air + steam,fluidised bed,silica,0,pilot,54,17,15,10,4,0,6.52,NaN,0.95,NaN,32,26.04,"Ruoppolo, Waste Management 2012, 32, 724-732"
232,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,750,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab,55,6.8,18.7,11.4,6,2.1,6.6,87.1,1.44,NaN,58.53,60.71,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
233,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab,49.9,9.3,21.8,11,6,2,7.06,55.2,1.59,NaN,69.14,70.97,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
234,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,850,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab,44.2,13,24.7,10.8,5.5,1.8,7.45,48.9,1.8,NaN,82.59,83.55,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
235,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,900,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab,39,16,27.9,11,5.1,1,7.72,41.7,2.01,NaN,95.57,96.06,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
236,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,950,continuous,atmospheric,NaN,NaN,0.2,air,fixed bed,NaN,0,lab,35.1,18.6,31.3,10.4,4.1,0.5,7.7,38.1,2.07,NaN,98.17,100.38,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
237,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.1,air,fixed bed,NaN,0,lab,52.5,9.8,21.4,8.1,6,2.2,7.26,80.4,1.3,NaN,58.13,53.83,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
238,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,50.8,9,20.1,13.5,5.1,1.5,6.32,43.5,1.89,NaN,73.57,82.68,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
239,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.4,air,fixed bed,NaN,0,lab,52,7.9,18.9,16.1,4.3,0.8,5.37,36.4,2.31,NaN,76.4,99.7,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
240,woody biomass,dust,2.5,16.24,48.32,7.45,1.28,0.06,43.07,0.91,9.28,84.85,14.22,NaN,NaN,NaN,800,continuous,atmospheric,NaN,NaN,0.5,air,fixed bed,NaN,0,lab,55.4,6.5,15.8,18.7,3.1,0.5,4.15,31.9,2.84,NaN,72.59,116.66,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380"
241,herbaceous biomass,particles,3.75,15.83,43.83,5.95,0.97,0.13,45.01,5.93,6.17,75.95,13.75,NaN,NaN,NaN,900,continuous,atmospheric,NaN,NaN,0.18,air,fixed bed,NaN,0,lab,48.58,6.91,11.35,23.93,1.27,0.98,2.69,7.22,1.35,NaN,21.17,61.86,"Gai, Int. J. Hydrog 2012, 37, 4935-4944"
242,herbaceous biomass,particles,3.75,15.83,43.83,5.95,0.97,0.13,45.01,5.93,6.17,75.95,13.75,NaN,NaN,NaN,950,continuous,atmospheric,NaN,NaN,0.21,air,fixed bed,NaN,0,lab,51.15,8.23,13.55,20.37,1.84,1.12,3.32,6.85,1.47,NaN,28.46,65.94,"Gai, Int. J. Hydrog 2012, 37, 4935-4944"
243,herbaceous biomass,particles,3.75,15.83,43.83,5.95,0.97,0.13,45.01,5.93,6.17,75.95,13.75,NaN,NaN,NaN,965,continuous,atmospheric,NaN,NaN,0.24,air,fixed bed,NaN,0,lab,52.73,10.92,16.72,16.48,2.98,1.27,4.43,6.32,1.62,NaN,41.85,73.26,"Gai, Int. J. Hydrog 2012, 37, 4935-4944"
244,herbaceous biomass,particles,3.75,15.83,43.83,5.95,0.97,0.13,45.01,5.93,6.17,75.95,13.75,NaN,NaN,NaN,975,continuous,atmospheric,NaN,NaN,0.28,air,fixed bed,NaN,0,lab,53.49,12.78,18.99,13.11,3.96,1.75,5.3,5.69,1.81,NaN,55.94,82.92,"Gai, Int. J. Hydrog 2012, 37, 4935-4944"
245,herbaceous biomass,particles,3.75,15.83,43.83,5.95,0.97,0.13,45.01,5.93,6.17,75.95,13.75,NaN,NaN,NaN,985,continuous,atmospheric,NaN,NaN,0.32,air,fixed bed,NaN,0,lab,55.67,13.51,19.81,11.58,3.72,1.62,5.39,5.13,2.14,NaN,67.26,94.74,"Gai, Int. J. Hydrog 2012, 37, 4935-4944"
246,herbaceous biomass,particles,3.75,15.83,43.83,5.95,0.97,0.13,45.01,5.93,6.17,75.95,13.75,NaN,NaN,NaN,995,continuous,atmospheric,NaN,NaN,0.36,air,fixed bed,NaN,0,lab,56.88,12.26,17.97,13.82,3.65,1.54,4.99,4.87,2.53,NaN,73.61,113.13,"Gai, Int. J. Hydrog 2012, 37, 4935-4944"
247,herbaceous biomass,particles,3.75,15.83,43.83,5.95,0.97,0.13,45.01,5.93,6.17,75.95,13.75,NaN,NaN,NaN,1025,continuous,atmospheric,NaN,NaN,0.41,air,fixed bed,NaN,0,lab,59.71,10.58,15.16,18.41,1.57,1.31,3.69,4.62,2.86,NaN,61.54,126.89,"Gai, Int. J. Hydrog 2012, 37, 4935-4944"
248,woody biomass,dust,2.4,14.64,50,5.7,0.2,0.03,44.1,0.85,23.5,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,300,NaN,0.32,air,fluidised bed,silica,0,pilot,61.3,7,14,13.5,3,1.2,4.3,3.73,1.85,NaN,54.34,62.23,"Narváez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120"
249,woody biomass,dust,2.4,14.94,50,5.7,0.2,0.03,44.1,0.85,21,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,300,NaN,0.37,air,fluidised bed,silica,0,pilot,58.3,9.5,13,15,2.7,1.6,4.6,7.16,2.07,NaN,63.63,71.9,"Narváez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120"
250,woody biomass,dust,2.4,14.7,50,5.7,0.2,0.03,44.1,0.85,23,82,16.5,NaN,NaN,NaN,810,continuous,atmospheric,162,NaN,0.47,air,fluidised bed,silica,0,pilot,66.5,8,10,12,2.4,1.1,3.7,2.99,2.03,NaN,51.18,55.53,"Narváez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120"
251,woody biomass,dust,2.4,14.81,50,5.7,0.2,0.03,44.1,0.85,22,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,240,NaN,0.26,air,fluidised bed,silica,0,pilot,58.3,9.5,13,15,2.7,1.6,4.6,2.01,1.72,NaN,53.45,59.9,"Narváez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120"
252,woody biomass,dust,2.4,14.46,50,5.7,0.2,0.03,44.1,0.85,25,82,16.5,NaN,NaN,NaN,790,continuous,atmospheric,300,NaN,0.36,air,fluidised bed,silica,0,pilot,58.3,9.5,13,15,2.7,1.6,4.6,2.01,1.92,NaN,61.07,66.82,"Narváez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120"
253,woody biomass,dust,2.4,15.19,50,5.7,0.2,0.03,44.1,0.85,19,82,16.5,NaN,NaN,NaN,800,continuous,atmospheric,312,NaN,0.32,air,fluidised bed,silica,0,pilot,45,9.5,18,13.5,4.5,2.3,6.3,9.98,1.76,NaN,73.21,72.8,"Narváez, Ind. Eng. Chem. Res. 1996, 35, 2110-2120"
254,woody biomass,other,10,17.42,50.62,6.07,0.31,0.16,42.83,2.2,8.17,86.27,11.53,37.53,19.33,23.84,790,batch,slightly below atmospheric,16.3,NaN,0.58,air,fixed bed,NaN,0,pilot,51.69,16,16,14.25,1.76,0.3,4.65,0.55,2.3,NaN,61.39,75.8,"Yin, Bioresour. Technol. 2012, 119,15-21"
255,woody biomass,other,15,17.42,50.62,6.07,0.31,0.16,42.83,2.2,8.17,86.27,11.53,37.53,19.33,23.84,820,batch,slightly below atmospheric,18.6,NaN,0.67,air,fixed bed,NaN,0,pilot,51.94,15,20.5,11.5,0.95,0.11,4.7,0.08,2.6,NaN,70.14,86.31,"Yin, Bioresour. Technol. 2012, 119,15-21"
256,woody biomass,other,30,17.42,50.62,6.07,0.31,0.16,42.83,2.2,8.17,86.27,11.53,37.53,19.33,23.84,930,batch,slightly below atmospheric,20.3,NaN,0.73,air,fixed bed,NaN,0,pilot,53.08,13.75,20.5,12,0.62,0.05,4.3,0.08,2.75,NaN,67.88,91.54,"Yin, Bioresour. Technol. 2012, 119,15-21"
257,woody biomass,other,50,17.42,50.62,6.07,0.31,0.16,42.83,2.2,8.17,86.27,11.53,37.53,19.33,23.84,1030,batch,slightly below atmospheric,21.7,NaN,0.77,air,fixed bed,NaN,0,pilot,55.72,12,23.75,8.25,0.25,0.03,4.4,0.02,3,NaN,75.77,96.07,"Yin, Bioresour. Technol. 2012, 119,15-21"
258,woody biomass,other,70,17.42,50.62,6.07,0.31,0.16,42.83,2.2,8.17,86.27,11.53,37.53,19.33,23.84,1000,batch,slightly below atmospheric,24.8,NaN,0.87,air,fixed bed,NaN,0,pilot,56.29,12,21.5,9.75,0.4,0.06,4.35,0.03,3.4,NaN,84.89,107.64,"Yin, Bioresour. Technol. 2012, 119,15-21"
259,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,720,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab,0,71.5,9,7.5,12,NaN,13.15,NaN,0.77,NaN,70.41,24.03,"Song, Biomass Bioenergy 2012, 36, 258-267"
260,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,770,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab,0,64,13,14,9,NaN,11.77,NaN,0.91,NaN,73.94,36.02,"Song, Biomass Bioenergy 2012, 36, 258-267"
261,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab,0,60,15,17,8,NaN,11.24,NaN,1.17,NaN,90.72,51.63,"Song, Biomass Bioenergy 2012, 36, 258-267"
262,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,870,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab,1,56,20,15,8,NaN,11.44,NaN,1.34,NaN,106.02,63.22,"Song, Biomass Bioenergy 2012, 36, 258-267"
263,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,920,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab,0.5,52.5,25,14,8,NaN,11.69,NaN,1.48,NaN,119.64,75.88,"Song, Biomass Bioenergy 2012, 36, 258-267"
264,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,56,20,15,9,NaN,11.79,9,0.91,NaN,74.36,43.97,"Song, Biomass Bioenergy 2012, 36, 258-267"
265,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1,NaN,steam,fluidised bed,silica,0,lab,0,57.5,18,17,8,NaN,11.34,8.85,1.04,NaN,81.61,49.29,"Song, Biomass Bioenergy 2012, 36, 258-267"
266,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.2,NaN,steam,fluidised bed,silica,0,lab,0,60,15,17.5,8,NaN,11.24,7.85,1.18,NaN,91.72,52.88,"Song, Biomass Bioenergy 2012, 36, 258-267"
267,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.4,NaN,steam,fluidised bed,silica,0,lab,0,60,15,17.5,8,NaN,11.24,6.7,1.29,NaN,99.9,57.6,"Song, Biomass Bioenergy 2012, 36, 258-267"
268,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,1.7,NaN,steam,fluidised bed,silica,0,lab,0,60,14.5,17.5,8,NaN,11.17,6.55,1.11,NaN,85.79,49.15,"Song, Biomass Bioenergy 2012, 36, 258-267"
269,woody biomass,other,1.5,14.47,46.29,6.48,1.04,0.12,46.08,1.56,11.89,75.78,14.77,NaN,NaN,NaN,820,continuous,atmospheric,NaN,2,NaN,steam,fluidised bed,silica,0,lab,0.5,60,14,17.5,8,NaN,11.11,6.5,1.03,NaN,79.02,44.99,"Song, Biomass Bioenergy 2012, 36, 258-267"
270,herbaceous biomass,other,27.59,17.3,47.6,6.1,0.52,NaN,45.78,2.12,10.1,80.06,17.82,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.28,air,fixed bed,NaN,0,pilot,46.46,15.83,22.46,12.33,2.25,0.61,5.72,NaN,2,77.97,66.13,78.74,"Biagini, Bioresource Technology 2016, 201, 156-165"
271,herbaceous biomass,other,27.59,17.3,47.6,6.1,0.52,NaN,45.78,2.12,10.1,80.06,17.82,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.28,air,fixed bed,NaN,0,pilot,45.25,17.56,22.61,12.02,2.03,0.46,5.74,NaN,2.03,79.45,67.27,78.96,"Biagini, Bioresource Technology 2016, 201, 156-165"
272,herbaceous biomass,other,27.59,17.3,47.6,6.1,0.52,NaN,45.78,2.12,10.1,80.06,17.82,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.29,air,fixed bed,NaN,0,pilot,46.59,16.6,22.55,11.78,1.91,0.5,5.62,NaN,2.05,79.45,66.75,79.08,"Biagini, Bioresource Technology 2016, 201, 156-165"
273,woody biomass,other,24.02,18.4,48.91,5.8,0.18,NaN,45.11,2.1,9.5,80.63,17.27,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.27,air,fixed bed,NaN,0,pilot,47.25,16.35,21.29,12.39,2.28,0.43,5.52,NaN,1.81,108.62,54.31,67.42,"Biagini, Bioresource Technology 2016, 201, 156-165"
274,herbaceous biomass,other,3.15,15.6,49.44,6.25,0.54,NaN,43.77,16.6,12.5,67.95,15.45,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.38,air,fixed bed,NaN,0,pilot,60.5,7.97,20.04,10.58,0.69,0.22,3.76,NaN,1.74,172,41.94,55.76,"Biagini, Bioresource Technology 2016, 201, 156-165"
275,herbaceous biomass,other,3.15,15.6,49.44,6.25,0.54,NaN,43.77,16.6,12.5,67.95,15.45,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.41,air,fixed bed,NaN,0,pilot,66.54,5.78,12.27,14.55,0.61,0.24,2.53,NaN,1.89,187.3,30.63,54.07,"Biagini, Bioresource Technology 2016, 201, 156-165"
276,woody biomass,other,22.74,18.1,50.84,5.82,0.88,NaN,42.46,2.62,17.6,80.84,16.54,NaN,NaN,NaN,926.85,continuous,NaN,NaN,NaN,0.26,air,fixed bed,NaN,0,pilot,45.07,17.06,21.74,13.02,2.55,0.54,5.82,NaN,1.98,120.45,63.58,73.54,"Biagini, Bioresource Technology 2016, 201, 156-165"
277,woody biomass,chips,NaN,21.65,48.39,5.86,2.04,NaN,39.21,4.5,5,80.3,15.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,51.5,17.5,19.2,10.3,1.2,NaN,4.74,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
278,woody biomass,chips,NaN,18.4,48.39,5.86,2.04,NaN,39.21,4.5,20,80.3,15.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,50.5,18.2,18.5,11,1.35,NaN,4.78,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
279,woody biomass,chips,NaN,19.06,44.43,6.16,1.65,NaN,41.9,5.5,5,81.25,13.25,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,52.4,17,18.5,10.7,1.2,NaN,4.6,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
280,woody biomass,chips,NaN,16.2,44.43,6.16,1.65,NaN,41.9,5.5,20,81.25,13.25,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,51.5,17.5,18,11.5,1.35,NaN,4.65,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
281,woody biomass,chips,NaN,19.53,45.1,6,1.7,NaN,41.5,5.6,5,81.75,12.65,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,51.5,17.5,19.2,10.3,1.2,NaN,4.74,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
282,woody biomass,chips,NaN,16.6,45.1,6,1.7,NaN,41.5,5.6,20,81.75,12.65,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,50.5,18.2,18.5,11,1.35,NaN,4.78,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
283,woody biomass,chips,NaN,18.76,44.85,5.98,1.65,NaN,41.84,5.8,5,82,12.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,53,16.5,17.5,11.5,0.85,NaN,4.29,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
284,woody biomass,chips,NaN,15.95,44.85,5.98,1.65,NaN,41.84,5.8,20,82,12.2,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,52.5,17,17,12,0.95,NaN,4.32,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
285,woody biomass,chips,NaN,20.18,45.85,5.8,1.6,NaN,40.25,4.6,5,80,15.4,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,49.1,18,20.2,11,1.2,NaN,4.92,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
286,woody biomass,chips,NaN,17.15,45.85,5.8,1.6,NaN,40.25,4.6,20,80,15.4,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,0.3,air,fixed bed,NaN,0,lab,48.9,19,19,11.4,1.3,NaN,4.92,NaN,NaN,NaN,NaN,NaN,"Dutta,Energy Procedia 2014, 54, 21-34"
287,woody biomass,dust,0.5,16.98,42.5,6.3,0.2,NaN,51,1.31,8.5,84.59,14.1,NaN,NaN,NaN,780,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,51.5,22,17,7,2.5,12,20.55,1.32,58.7,93.19,72.52,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
288,woody biomass,dust,0.5,16.98,42.5,6.3,0.2,NaN,51,1.31,8.5,84.59,14.1,NaN,NaN,NaN,750,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,55,20,15,6,4,12.4,26.92,1.17,99.33,85.74,57.53,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
289,woody biomass,dust,0.5,16.98,42.5,6.3,0.2,NaN,51,1.31,8.5,84.59,14.1,NaN,NaN,NaN,700,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,57.5,22,12,6,2.5,12.6,38.46,0.94,139.97,69.7,44.6,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
290,woody biomass,dust,0.5,16.98,42.5,6.3,0.2,NaN,51,1.31,8.5,84.59,14.1,NaN,NaN,NaN,650,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,50.5,27.5,11,8,3,13.2,76.62,0.7,198.66,54.06,38.15,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
291,herbaceous biomass,particles,5,12.34,43.7,6.1,0.4,NaN,49.8,15.29,7.8,66.81,17.9,NaN,NaN,NaN,780,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,51.5,22,18.5,6,2,11.9,20,1.13,62.48,109.21,61.4,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
292,herbaceous biomass,particles,5,12.34,43.7,6.1,0.4,NaN,49.8,15.29,7.8,66.81,17.9,NaN,NaN,NaN,750,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,49,23,17.5,6,4.5,12.4,33.07,0.99,85.91,99.67,53.66,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
293,herbaceous biomass,particles,5,12.34,43.7,6.1,0.4,NaN,49.8,15.29,7.8,66.81,17.9,NaN,NaN,NaN,700,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,44,27.5,16,7.5,5,13.25,55.67,0.76,121.06,81.34,44.68,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
294,herbaceous biomass,particles,5,12.34,43.7,6.1,0.4,NaN,49.8,15.29,7.8,66.81,17.9,NaN,NaN,NaN,650,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,37,34,16.5,8.5,4,13.75,101.43,0.55,175.73,60.92,37.17,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
295,woody biomass,chips,2,16.06,41.8,5.3,0.2,NaN,52.7,2.36,11.1,83.69,13.95,NaN,NaN,NaN,780,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,51.5,22,17,7,2.5,12.55,32.17,1,173.6,78.01,55.83,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
296,woody biomass,chips,2,16.06,41.8,5.3,0.2,NaN,52.7,2.36,11.1,83.69,13.95,NaN,NaN,NaN,750,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,51.5,22,18,6,2.5,12.6,48.51,0.88,190.96,68.79,49.13,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
297,woody biomass,chips,2,16.06,41.8,5.3,0.2,NaN,52.7,2.36,11.1,83.69,13.95,NaN,NaN,NaN,700,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,46,20,21,9,4,13,73.75,0.69,195.3,56.22,42.44,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
