#,Plastic,Biomass,% Plastic,% Biomass,C (%),H (%),O (%),N (%),S (%),ASH (%),MC (%),VM (%),AIR (Kg/h),ER,FC (%),TEMPERATURE (°C),H2 (%),CO (%),CO2 (%),CH4 (%),N2 (%),Mass Flow Rate (Kg/h),Volumetric Flow Rate (m3/h),Gas Yield (Nm3/Kg),LHV (MJ/Nm3),H2/CO
461,PP,Nectarine Stone,94.4739,5.5261,83.5159,13.4284,3.0154,0.0276,0.0127,0.0911,0.4623,97.9007,597.8027,0.4294,1.5459,720.6277,12.6474,18.681,4.0892,2.8293,61.7474,663.8332,594.2164,5.942164,4.7326146,0.677019432
462,PP,Chlorella Vulgaris,50.885,49.115,69.1261,10.24,15.4768,4.8869,0.2701,0.9457,4.5056,86.3449,377.8693,0.3723,8.2038,870.2055,17.1154,21.6951,3.179,1.0869,56.8786,442.517,414.2397,4.142397,4.971156,0.788906251
463,PE,DDGS,35.4124,64.5876,64.2097,8.5964,23.3229,3.2933,0.5777,7.9541,5.5639,78.5208,360.9237,0.4478,7.9612,696.0256,8.5069,15.4591,8.3683,2.641,64.9191,412.6564,344.7409,3.447409,3.8120698,0.550284299
464,PU,Banana Stems,53.0966,46.9034,53.1532,6.9454,37.1968,2.6143,0.0903,1.6685,4.6593,87.3737,229.099,0.3568,6.2985,726.6252,12.0658,21.2604,8.1364,2.6945,55.816,294.6464,255.4227,2.554227,4.9465478,0.5675246
465,PET,Beetroot Pellets,24.2923,75.7077,44.5831,5.0122,49.1102,0.9084,0.3861,0.6123,5.3788,82.8253,110.9939,0.2512,11.1836,663.7755,10.6057,21.0024,15.9571,4.0812,48.1697,174.1578,142.8326,1.428326,5.2527876,0.504975622
466,PET,Sorghum Stalk,28.6276,71.3724,50.4189,6.1326,41.2655,0.9373,1.2457,3.6158,7.2083,72.4626,215.8492,0.3966,16.7133,777.2065,7.8125,12.2994,13.8685,1.1018,64.539,258.562,206.3057,2.063057,2.7879188,0.635193587
467,PP,Nectarine Stone,5.2826,94.7174,50.524,6.6231,42.1615,0.4736,0.2179,1.5623,7.9242,72.0869,222.1275,0.3936,18.4266,946.9579,9.4585,13.7469,11.9515,0.022,64.7552,258.6471,211.0636,2.110636,2.7615034,0.688046032
468,PP,Pistachio Soft Shell,84.8392,15.1608,79.4911,12.5932,7.6519,0.2638,0,2.9594,1.5085,92.8353,388.1341,0.3111,2.6968,866.4162,22.246,25.3812,0.698,1.9437,49.7285,472.8872,479.4329,4.794329,6.2964438,0.876475502
469,PP,Olive Pomace,27.8181,72.1819,64.2059,8.3365,27.0292,0.3546,0.0738,3.5423,5.3468,84.021,301.335,0.3658,7.0899,842.2966,15.2332,23.4046,4.4754,1.3121,55.5589,366.0317,333.3429,3.333429,5.063897,0.650863505
470,PS,Corn Cobs,0.479,99.521,47.8041,6.1115,45.5669,0.5175,0,0.6015,13.727,69.1991,191.3041,0.3988,16.4724,973.4298,8.5913,13.9133,13.3764,0.0067,64.1119,228.803,183.692,1.83692,2.6833348,0.617488303
471,PE,Durian Shell,87.1127,12.8873,82.6718,10.8482,5.7417,0.5773,0.161,0.8643,0.5668,96.3759,559.6774,0.4399,2.193,972.8856,15.1073,22.7383,2.5879,0.2129,59.3342,632.9931,579.6946,5.796946,4.5728324,0.664398834
472,PP,Colza seed,87.2585,12.7415,80.2901,12.9135,6.1083,0.688,0,1.1664,1.0306,94.9027,533.5833,0.4095,2.9003,702.0509,12.7279,18.7881,4.1817,3.2998,60.9975,599.2483,537.7497,5.377497,4.9232422,0.677444766
473,PET,Beetroot Pellets,11.3325,88.6675,41.5725,5.1284,51.7882,1.0586,0.4522,0.7171,6.2636,80.7943,139.3721,0.35,12.225,698.901,7.0559,12.0586,20.1075,2.2672,58.3093,192.4466,148.0492,1.480492,3.0930784,0.585134261
474,PS,Spirulina Sp.,68.082,31.918,73.9413,7.7351,16.0192,2.1225,0.1819,0.7679,1.8351,91.952,418.086,0.4125,5.445,862.0913,12.2789,23.8508,3.7187,0.9546,59.1678,492.729,436.4765,4.364765,4.6730688,0.514821306
475,PE,Sorghum Stalk,71.6265,28.3735,74.5527,9.9669,14.3438,0.5196,0.617,1.4374,2.8417,89.6428,394.986,0.3648,6.0781,689.9572,11.9125,19.9327,4.8158,3.6149,59.6176,458.9807,407.2823,4.072823,5.0922044,0.597636045
476,PS,Spirulina Sp.,27.1871,72.8129,53.1092,6.759,34.8747,4.8421,0.415,1.4956,4.1862,81.8968,239.9505,0.3695,12.4214,747.2024,10.5849,17.0718,9.6105,2.0687,60.5514,295.3216,249.2484,2.492484,4.0348106,0.620022493
477,PS,Rice Straw,82.2989,17.7011,83.2169,8.0709,8.6744,0.0378,0,1.0873,1.5054,95.6024,438.4607,0.3783,1.8049,997.4751,15.7289,28.8289,0.6696,0.4024,54.3695,529.6472,495.0107,4.950107,5.4752218,0.545594872
478,PU,Olive Pomace,8.5528,91.4472,56.8071,6.3885,35.8879,0.8084,0.1081,4.4877,6.8252,79.7537,200.7883,0.3163,8.9334,851.4667,15.352,26.2634,5.5883,1.2385,51.5282,265.5149,240.2727,2.402727,5.4105874,0.584539702
479,PU,Colza seed,54.8732,45.1268,55.9923,7.4767,31.6962,4.7415,0.0933,4.1311,3.9791,82.3455,225.5101,0.3227,9.5443,834.7013,16.5131,23.4112,5.1673,1.463,53.4207,288.8301,265.6222,2.656222,5.25698,0.705350431
480,PP,Rice Straw,81.444,18.556,79.1003,12.41,8.4501,0.0397,0,0.9673,1.5782,95.1552,515.2742,0.4094,2.2993,837.7949,16.0727,21.3278,2.9578,1.4257,58.2139,585.0551,543.3014,5.433014,4.933555,0.753603278
481,PU,Plum Stone,11.4313,88.5687,50.2171,6.792,41.5702,1.2507,0.17,18.7903,6.5836,71.1736,150.3825,0.316,3.4525,869.5002,17.6766,27.411,5.619,1.1737,48.0714,208.8133,193.5776,1.935776,5.7830434,0.644872496
482,PET,Rubber Wood,99.2505,0.7495,62.0859,4.3502,33.5321,0.0319,0,0.0363,0.2607,94.5297,261.6569,0.3673,5.1733,714.5027,7.3463,27.2289,7.1227,2.4629,55.8368,345.8262,287.6508,2.876508,5.10596,0.269797899
483,PS,Chlorella Vulgaris,48.9116,51.0884,70.7355,7.4768,16.4234,5.0833,0.281,1.0815,4.6866,85.9631,418.4848,0.4469,8.2688,923.8164,11.2382,21.1404,4.9006,0.269,62.4068,481.661,417.7108,4.177108,3.973718,0.531598267
484,PU,Olive Pomace,69.9758,30.0242,62.7735,7.659,26.3313,3.0865,0.1497,1.4734,2.6438,91.949,283.8006,0.3417,3.9338,691.3074,11.7238,22.3389,5.7507,3.6264,56.5231,354.6771,312.341,3.12341,5.379123,0.524815456
485,PP,Chlorella Vulgaris,48.8731,51.1269,68.4529,10.0922,16.0866,5.0871,0.2812,0.9844,4.6901,85.8061,397.1464,0.3978,8.5194,824.6105,14.6557,19.7801,4.3029,1.4113,59.8031,456.6826,414.0039,4.140039,4.5803536,0.740931542
486,PU,Sorghum Stalk,83.5647,16.4353,62.4055,8.0457,25.3964,3.7235,0.4289,0.8326,2.1473,92.2626,215.8154,0.253,4.7575,881.4398,22.6234,30.7771,0.7753,1.8649,43.8646,303.3646,308.5525,3.085525,6.988876,0.735072505
487,PET,Soy Peel,48.2465,51.7535,53.3069,5.5587,39.6187,1.5158,0,3.7371,5.9685,83.1812,204.7055,0.3595,7.1132,781.4166,10.9452,23.3597,8.8276,1.7491,55.1164,270.5205,229.9394,2.299394,4.7515816,0.468550538
488,PP,Cotton Husk,98.4237,1.5763,85.0058,13.7641,1.2081,0.0221,0,0.0445,0.0945,99.1614,591.8291,0.4127,0.6996,909.9175,17.8715,21.9395,2.0681,0.7889,57.3305,667.2159,633.6086,6.336086,4.9769252,0.814581007
489,PP,Beetroot Pellets,61.2506,38.7494,67.495,10.5098,21.3364,0.4611,0.1976,0.3134,2.7269,91.5635,317.6224,0.3154,5.3962,947.2714,22.7443,25.8411,1.6271,0.7337,49.0187,395.9255,398.4132,3.984132,5.9750276,0.8801599
490,PU,Açaí Seed,52.6342,47.3658,57.1441,7.3926,32.7934,2.5805,0.0895,6.7307,4.6971,83.6719,215.4064,0.3169,4.9003,676.7609,12.1937,21.9309,7.0801,4.1826,54.5839,279.0946,245.5566,2.455566,5.5775838,0.556005453
491,PU,Corn Cobs,28.8605,71.1395,52.8209,6.7292,38.8189,1.5821,0.0491,0.4293,9.9855,77.3804,160.5008,0.2686,12.2048,836.0211,18.1261,25.3709,6.2594,1.5553,48.6711,220.2679,204.7214,2.047214,5.7111496,0.714444501
492,PET,Cocoa Beans Husk,58.3408,41.6592,54.288,4.982,39.4915,1.1177,0.1208,3.3327,4.7513,83.3861,204.8835,0.3582,8.5299,743.4351,9.0396,22.6328,10.1134,2.093,56.0844,272.1696,225.6755,2.256755,4.5773036,0.399402637
493,PE,Colza seed,8.4497,91.5503,47.7303,6.8971,40.3967,4.9615,0.0144,8.3809,7.4048,66.5084,146.1117,0.2835,17.7059,997.6136,17.6508,19.9018,7.8936,0.0454,54.5026,187.9852,170.7146,1.707146,4.4301664,0.886894653
494,PET,Corn Cobs,22.2318,77.7682,50.8391,5.7073,43.0424,0.4112,0,0.4693,10.7733,74.7516,165.1493,0.3145,14.0058,690.1611,9.6007,17.7414,13.1492,3.0244,56.48,218.8679,179.974,1.79974,4.3550272,0.541146696
495,PE,Soy Peel,30.2815,69.7185,57.4404,8.0632,32.3593,2.0856,0.0515,5.0343,7.9038,80.7882,274.4701,0.3958,6.2737,858.9375,14.2605,21.2256,6.0706,0.9553,57.4759,331.8803,295.6274,2.956274,4.556557,0.671853799
496,PU,Olive Pomace,23.9398,76.0602,58.3017,6.7068,33.4939,1.3791,0.1185,3.7326,5.7777,82.8087,250.705,0.3678,7.681,949.1751,14.7373,24.8141,5.2859,0.2602,54.875,314.7522,282.2248,2.822248,4.8113566,0.593908302
497,PS,Olive Pomace,5.341,94.659,57.8042,6.3337,35.3003,0.465,0.0968,4.656,7.0118,79.2169,218.7981,0.3402,9.1153,978.8834,15.5205,26.3443,5.1176,0.1544,52.8389,281.6531,254.7688,2.547688,5.050871,0.589140725
498,PP,Cocoa Beans Husk,53.8208,46.1792,66.0216,10.1741,22.4512,1.2191,0.1339,3.6943,5.131,84.7484,333.1612,0.3627,6.4263,907.6391,18.7002,22.9443,3.1801,0.7766,54.3746,397.1381,377.6904,3.776904,5.1886262,0.815025954
499,PS,Sorghum Bagasse,45.602,54.398,78.3019,8.5767,13.0017,0.0435,0.0762,3.3941,4.914,83.9637,279.1034,0.2684,7.7282,904.2881,20.6645,28.3025,0.5929,1.5205,48.9038,352.5256,350.3401,3.503401,6.34222,0.730129847
500,PS,Pistachio Soft Shell,16.3692,83.6308,52.8422,6.0408,39.6619,1.4552,0,16.3575,8.3213,62.7849,197.1909,0.4018,12.5363,856.7822,10.0978,17.6934,10.6289,0.548,61.031,240.8365,199.765,1.99765,3.5161148,0.570709982
501,PE,Elephant Grass,22.5392,77.4608,51.8511,6.5524,39.9414,1.6168,0.0383,0.472,9.078,77.7896,195.876,0.3357,12.6604,919.6096,14.8742,21.7306,7.955,0.3454,55.083,249.5137,220.3754,2.203754,4.4681224,0.684481791
502,PE,Sunflower Seed Hulls,9.8951,90.1049,76.9875,3.9015,17.7218,1.3724,0.0168,0.901,9.461,74.5885,219.2302,0.2606,15.0495,826.6168,10.6655,32.4584,1.6135,1.6529,53.6042,285.4049,252.8479,2.528479,5.8333706,0.328589826
503,PET,Rubber Wood,79.3825,20.6175,59.858,4.7897,35.2865,0.0658,0,0.9973,1.6051,90.2804,273.4149,0.4031,7.1172,983.2327,10.0928,25.9166,6.713,0.0519,57.2252,346.2352,293.3325,2.933325,4.3740942,0.389433799
504,PS,Soy Peel,44.6233,55.3767,65.1946,7.5023,25.6971,1.6061,0,4.0879,6.2779,84.6558,327.3195,0.4087,4.9784,891.5268,13.245,23.5788,4.6782,0.6576,57.8393,393.3509,349.3249,3.493249,4.6368096,0.561733422
505,PET,Peach Stone,81.2551,18.7449,58.1499,4.826,36.2043,0.7635,0.0562,0.4727,1.2078,89.9929,221.5382,0.3342,8.3266,943.0696,12.9151,29.1857,5.4252,0.3006,52.1581,297.7438,261.8381,2.618381,5.1798438,0.442514656
506,PS,Pistachio Soft Shell,85.0689,14.9311,83.5306,8.0585,8.1511,0.2598,0,3.0847,1.4856,93.1915,513.3536,0.45,2.2382,771.2259,9.1697,22.5955,4.2252,1.7702,62.2376,589.6911,506.5536,5.065536,4.4710922,0.405819743
507,PU,DDGS,31.8208,68.1792,56.5427,7.5225,30.6001,4.7345,0.6003,8.3964,6.0642,76.6689,247.5984,0.3729,8.8705,683.8045,10.264,17.9319,8.3669,3.2933,59.9992,303.5125,258.6998,2.586998,4.5469328,0.572387756
508,PU,Sunflower Seed Hulls,71.166,28.834,68.6628,6.7864,21.0084,3.4215,0.121,0.2883,3.4545,90.3816,335.0872,0.3757,5.8756,852.5163,12.8965,25.9954,3.4376,1.1567,56.4903,412.4599,368.7256,3.687256,5.082341,0.496107004
509,PET,Cotton Stem,67.206,32.794,57.7681,4.892,36.8712,0.3941,0.0747,1.5299,4.9156,82.7999,237.0172,0.3783,10.7546,783.8013,8.5233,21.683,9.8574,1.4238,58.4915,302.4658,249.2051,2.492051,4.1622948,0.39308675
510,PS,Rice Straw,42.6628,57.3372,67.5794,7.1167,25.1813,0.1225,0,3.0741,4.8764,86.2031,216.4575,0.2587,5.8464,756.2983,16.6399,28.2696,2.816,3.0353,49.2353,286.378,270.0032,2.700032,6.4457162,0.588614625
511,PS,Elephant Grass,11.9362,88.0638,47.6832,5.5936,44.9389,1.7843,0,0.5605,10.3206,74.7307,176.5357,0.3645,14.3882,843.7297,9.9637,16.3126,13.3203,0.595,59.8074,224.7358,183.2914,1.832914,3.3444772,0.610797788
512,PU,Plum Stone,7.4705,92.5295,49.5251,6.7255,42.4606,1.1188,0.17,19.6306,6.8512,69.9779,162.9748,0.3549,3.5403,977.2492,16.8386,26.2127,6.0054,0.1555,50.7423,217.6199,198.4454,1.984454,5.177038,0.642383272
513,PU,Rubber Wood,58.7157,41.2843,59.6075,7.564,30.1795,2.5492,0.0998,1.997,3.2325,87.7511,230.1707,0.2996,7.0194,731.5861,15.4812,25.6925,4.4181,3.1716,51.2085,303.3628,279.634,2.79634,6.0446574,0.602557166
514,PS,Cherry Stone,19.3113,80.6887,56.6094,6.6517,36.2387,0.347,0.1533,0.8589,6.1151,75.9486,291.1419,0.4353,17.0774,677.7199,5.5727,9.8019,14.1351,2.2353,68.2139,334.2581,262.3279,2.623279,2.6371284,0.568532631
515,PP,Sorghum Stalk,71.67,28.33,74.2692,11.8681,12.9997,0.3686,0.4944,1.4352,2.8373,89.3146,371.9958,0.3242,6.4129,942.1212,22.7426,24.6706,1.265,0.8178,50.4294,449.1453,453.2929,4.532929,5.8574688,0.9218503
516,PS,Hazelnut Shell,7.6019,92.3981,53.7965,5.4542,39.4558,1.2935,0,1.0063,7.9114,84.7966,213.0092,0.3698,6.2857,662.4158,7.7155,20.416,11.1819,3.4996,57.1823,281.2492,230.2694,2.302694,4.6585468,0.377914381
517,PS,Cherry Stone,2.9987,97.0013,49.8184,6.2786,43.3016,0.4171,0.1843,0.9921,7.3513,71.1268,194.1698,0.354,20.5298,736.7886,7.7394,10.3805,15.2616,1.6097,64.9425,231.9026,183.9732,1.839732,2.7200708,0.745571023
518,PS,Pistachio Soft Shell,60.5479,39.4521,72.577,7.3383,19.3983,0.6865,0,7.8222,3.9255,82.3384,360.4006,0.4082,5.9139,849.8,11.8372,24.0542,4.1633,1.051,58.8931,427.8254,376.4135,3.764135,4.6855048,0.492105329
519,PU,Elephant Grass,34.2309,65.7691,50.057,6.2544,40.8602,2.7703,0.0582,0.4008,7.9132,80.4304,169.9647,0.3037,11.2556,798.1298,14.4042,22.4111,8.7168,1.7669,52.6802,229.2332,201.8732,2.018732,5.0120024,0.642726149
520,PU,Rubber Wood,47.3253,52.6747,57.9293,7.3665,32.53,2.0937,0.0805,2.548,3.9589,84.9481,304.8405,0.4208,8.545,931.5845,12.6977,20.4158,6.7548,0.2123,59.9019,362.081,314.9546,3.149546,4.0197458,0.621954565
521,PE,Cocoa Beans Husk,37.2131,62.7869,59.1511,7.866,31.0018,1.7357,0.2453,5.023,6.9763,79.6217,224.3774,0.313,8.379,823.617,17.3809,25.0141,4.3008,1.7249,51.5207,288.4963,269.6706,2.696706,5.646428,0.694844108
522,PU,DDGS,53.4192,46.5808,59.4404,7.7624,27.768,4.5651,0.464,5.7365,4.3332,83.3979,305.8238,0.411,6.5324,889.8536,13.5339,21.2901,5.5694,0.6051,58.9101,366.2181,324.2106,3.242106,4.3608396,0.635689828
523,PET,Durian Shell,57.62,42.38,61.3817,6.0866,31.1749,1.3145,0.0424,2.8423,1.9848,85.0799,188.0447,0.2546,10.093,723.8005,14.4601,28.1939,4.685,3.3988,49.2459,259.398,236.3844,2.363844,6.3308926,0.512880446
524,PP,Soybean Cake,10.5825,89.4175,59.0315,7.3436,25.3177,8.3072,0,4.6229,29.5078,56.9015,144.2277,0.2627,8.9678,801.0952,19.3725,27.8473,2.2822,2.374,48.1208,198.7759,193.2345,1.932345,6.4508818,0.69566888
525,PET,Sorghum Bagasse,91.4963,8.5037,62.6935,4.7001,32.5597,0.0348,0.0119,0.5163,0.9603,92.649,310.1076,0.4268,5.8744,802.3559,7.6356,23.5539,8.0211,1.1544,59.6312,386.9935,319.2212,3.192212,4.2057114,0.324175614
526,PP,Safflower Seed,9.7896,90.2104,53.0348,7.5776,36.6813,2.7063,0,1.2689,8.5161,65.5023,185.5609,0.2905,24.7127,651.6371,10.1522,10.5052,12.0098,3.705,63.6204,218.117,182.0766,1.820766,3.7464828,0.966397594
527,PS,Rice Straw,23.6307,76.3693,60.0708,6.6586,33.1074,0.1632,0,4.0281,6.4951,81.6897,192.0735,0.2773,7.7871,911.8927,19.3408,30.6884,2.7103,0.9549,46.3042,264.9524,254.8394,2.548394,6.297399,0.630231618
528,PS,Cotton Stem,20.295,79.705,57.1601,6.5358,35.2148,0.9078,0.1816,3.7589,11.6043,66.8285,204.0015,0.3306,17.8083,815.3493,12.3334,18.9329,8.8653,1.271,58.5455,250.0213,214.9148,2.149148,4.1725706,0.651426881
529,PE,Castor Seed Hull,41.5325,58.4675,61.5698,7.8615,30.2822,0.2158,0.0706,1.1764,1.9116,85.6604,236.8776,0.2902,11.2516,750.8073,16.4974,24.693,4.6426,2.7855,51.3604,305.123,283.3822,2.833822,5.8902462,0.668100271
530,PET,DDGS,2.7949,97.2051,52.55,7.0897,34.7362,4.8455,0.7788,11.971,8.3796,67.5359,221.6693,0.3963,12.1135,650.7731,7.5132,12.6918,11.9869,3.3989,64.201,266.7567,216.7741,2.167741,3.6273986,0.59197277
531,PP,Plum Stone,57.4385,42.5615,69.6676,10.7643,19.1255,0.3703,0.0724,9.0296,3.1308,85.9752,390.0949,0.4093,1.8644,654.758,9.8785,16.3612,6.8996,4.1926,62.6499,444.5561,382.5562,3.825562,4.62934,0.603776007
532,PET,Banana Stems,46.7152,53.2848,49.8031,4.9203,44.8258,0.4508,0,1.8956,5.0294,84.4358,210.1083,0.4139,8.6392,735.3677,6.9929,16.8866,14.4625,1.7901,59.866,272.6185,215.9638,2.159638,3.5238006,0.414109412
533,PU,Sunflower Seed Hulls,20.0144,79.9856,73.9365,4.1367,19.8523,2.0404,0.034,0.7999,8.5186,77.0257,342.0939,0.4182,13.6558,782.1207,5.8006,22.2491,7.2437,1.1747,63.5245,408.722,332.8503,3.328503,3.850394,0.260711669
534,PP,Soy Peel,13.9452,86.0548,50.6945,7.6977,39.112,2.4958,0,6.2139,9.7559,76.2242,153.4032,0.2688,7.806,773.6409,19.3893,25.1061,5.6638,2.6075,47.2293,213.3442,202.9203,2.029203,6.190898,0.772294383
535,PU,Sorghum Bagasse,26.7541,73.2459,67.6217,8.5462,22.5017,1.1823,0.1481,4.4473,6.7772,77.9711,241.8553,0.2805,10.8044,653.4733,12.255,17.0533,6.938,4.91,58.7992,287.1249,253.8673,2.538673,5.2300358,0.718629239
536,PET,Sorghum Stalk,95.0995,4.9005,61.3631,4.4571,34.0014,0.0929,0.0855,0.2483,0.6905,93.1638,197.2297,0.2813,5.8974,690.1199,8.7104,25.9288,8.4657,3.2333,53.6341,269.174,225.8263,2.258263,5.3652734,0.335935331
537,PE,Safflower Seed,74.0886,25.9114,76.5289,10.085,12.3273,0.9329,0.126,0.3645,2.4461,90.0903,464.827,0.4101,7.0991,829.6138,13.7247,21.1597,3.8637,1.3445,59.8876,530.6071,477.5792,4.775792,4.6297208,0.648624508
538,PET,Cotton Stalk,78.9924,21.0076,58.8241,4.8457,35.7517,0.3069,0.2716,3.8658,2.3782,86.9751,202.6434,0.3155,6.7809,837.424,12.4865,30.616,4.9872,1.3366,50.5,279.6986,246.7364,2.467364,5.6846608,0.407842305
539,PET,Spirulina Sp.,12.158,87.842,42.0454,5.894,45.7147,5.8452,0.5007,1.7387,5.0758,77.5801,171.4295,0.3786,15.6054,828.6091,8.6497,11.3297,15.1819,0.4462,64.2003,214.3667,170.6797,1.706797,2.5214494,0.763453578
540,PET,Sunflower Seed Hulls,49.7761,50.2239,69.1159,3.714,26.4015,0.7686,0,0.5022,5.378,83.1938,245.8408,0.3249,10.926,725.4784,6.8121,28.5175,5.6793,2.2704,56.7188,320.2263,267.0407,2.670407,5.141715,0.238874375
541,PP,Cotton Husk,83.4492,16.5508,79.7408,12.9477,7.0795,0.232,0,0.4667,0.9926,95.9453,489.3974,0.3754,2.5954,798.2002,17.4073,22.0336,2.3572,2.0926,56.1063,564.3386,535.6702,5.356702,5.4053728,0.790034311
542,PP,Cotton Husk,72.4564,27.5436,75.8758,12.3484,11.3898,0.3861,0,0.7768,1.6519,93.5842,532.8511,0.4404,3.9871,799.9203,13.7465,18.5377,4.4636,1.6385,61.6113,591.5632,531.2903,5.312903,4.4069552,0.74154291
543,PP,Chlorella Vulgaris,66.4501,33.5499,74.3342,11.3841,10.759,3.3382,0.1845,0.646,3.0777,90.5139,395.7993,0.3448,5.7624,873.2351,19.7591,23.7147,1.7491,1.343,53.4049,471.62,459.6779,4.596779,5.602829,0.833200504
544,PS,Coconut Shell,88.6647,11.3353,85.1918,8.2186,6.5681,0.0215,0,0.6081,1.6209,97.2156,409.776,0.3417,0.5554,873.6572,15.138,28.0777,0.8039,1.4936,54.4853,494.8347,461.6202,4.616202,5.707403,0.539146725
545,PS,Rice Straw,47.2888,52.7112,69.4045,7.2281,23.2548,0.1126,0,2.8422,4.483,87.3,380.4479,0.436,5.3748,687.9226,7.6143,19.291,7.6567,2.7933,62.6413,447.9014,372.8825,3.728825,4.2530118,0.394707376
546,PU,Cotton Husk,8.1387,91.8613,51.6448,8.3886,38.3235,1.6294,0.0138,2.5906,5.5581,79.6407,232.9274,0.3556,12.2106,928.7892,16.9595,19.3544,6.8717,0.3078,56.502,280.7758,255.1379,2.551379,4.3804728,0.876260695
547,PE,Castor Seed Hull,89.9708,10.0292,81.7928,10.6273,7.2159,0.211,0.153,0.2018,0.3279,97.5237,551.6174,0.4378,1.9466,955.6013,14.9649,22.9071,2.6692,0.3004,59.1393,626.4239,572.7546,5.727546,4.610047,0.653286536
548,PP,Rubber Wood,43.3506,56.6494,65.9574,9.7122,24.2163,0.1141,0,2.7402,3.9523,84.6592,339.5283,0.3703,8.6483,769.5231,14.6247,20.4117,5.057,2.1896,57.7138,398.9695,361.2073,3.612073,4.9352186,0.716486133
549,PU,Banana Stems,33.7806,66.2194,47.9902,6.3958,43.5953,1.9613,0.0574,2.3557,6.3311,83.0344,173.2362,0.3267,8.2788,855.672,15.2295,23.1691,8.5123,1.0427,52.027,233.7068,207.1196,2.071196,4.9373792,0.657319447
550,PP,Sunflower Seed Hulls,30.9627,69.0373,78.96,6.4285,13.5759,1.0356,0,0.6904,7.2489,80.3767,388.4676,0.3964,11.684,726.3428,8.0625,22.439,5.2499,2.2747,61.9714,456.0376,385.9555,3.859555,4.5124066,0.359307456
551,PET,Chlorella Vulgaris,22.829,77.171,54.3989,6.0054,31.4858,7.6855,0.4244,1.4859,7.1272,77.7323,279.7754,0.4421,13.6546,777.6646,7.3244,13.7495,11.2002,1.1343,66.4885,330.463,266.7193,2.667193,2.9295516,0.532703007
552,PS,Corn Cobs,0.7052,99.2948,47.9004,6.1169,45.4663,0.5163,0,0.6006,13.6958,69.2686,130.8404,0.2718,16.435,832.8306,15.0379,20.1694,11.2851,1.2094,52.2964,177.2786,154.2301,1.542301,4.5984028,0.745579938
553,PU,Cotton Stem,44.7514,55.2486,56.3293,7.0404,33.9195,2.5088,0.2019,2.5774,8.3122,76.0996,274.7297,0.4164,13.0108,670.4585,7.177,12.9228,11.8644,2.8247,65.1587,323.3077,261.5217,2.615217,3.4146314,0.555374996
554,PU,Colza seed,84.7682,15.2318,62.4167,8.0089,25.0475,4.3828,0.1441,1.3944,1.7405,92.6566,377.9495,0.4436,4.2085,736.1921,9.7026,18.4947,7.2155,2.1823,62.3766,444.1655,377.3218,3.773218,4.1594764,0.52461516
555,PS,Olive Pomace,66.3371,33.6629,78.6796,7.7277,13.393,0.1654,0.0344,1.7846,2.4935,92.4803,385.0152,0.3636,3.2416,791.4627,12.7492,27.6487,1.8967,2.138,55.5598,469.8038,425.5358,4.255358,5.6260538,0.461113904
556,PU,Safflower Seed,6.8074,93.1926,50.607,6.9911,39.3087,3.0817,0.0116,1.3108,8.8385,64.2701,164.0267,0.2812,25.5806,844.7922,13.8803,13.4861,10.7644,0.7189,61.1444,195.498,168.2723,1.682723,3.4556872,1.029230096
557,PU,Nectarine Stone,10.2647,89.7353,50.3273,6.4315,42.1376,0.8798,0.2238,1.4801,7.569,73.3656,191.2517,0.3421,17.5853,942.9217,12.49,17.4383,10.4928,0.0802,59.4262,234.2666,198.6027,1.986027,3.5748574,0.716239542
558,PS,Banana Stems,75.2801,24.7199,77.5341,7.74,14.5235,0.2025,0,1.0299,2.2878,93.7797,443.4282,0.4214,2.9026,758.4829,9.9404,23.5188,4.2369,2.0468,60.2549,521.4264,451.9263,4.519263,4.7696864,0.422657619
559,PET,Hazelnut Shell,71.2671,28.7329,58.9034,4.5837,36.0889,0.424,0,0.3082,2.6099,91.4926,214.484,0.3273,5.5893,682.577,7.7704,24.741,9.2123,3.1643,55.1084,289.3912,239.4655,2.394655,5.0893886,0.314069763
560,PET,Beetroot Pellets,62.7726,37.2274,53.522,4.6673,41.1586,0.4622,0.1899,0.3011,2.7516,88.8559,226.9621,0.3937,8.0914,949.7671,9.9073,24.071,9.1985,0.0917,56.6789,295.7228,246.4003,2.464003,4.135763,0.411586556
561,PP,Castor Seed Hull,63.0926,36.9074,70.3062,10.7645,18.8481,0.0812,0,0.7426,1.2067,90.6379,315.1906,0.2949,7.4128,889.3766,23.0149,25.9499,1.3568,1.4037,48.2725,394.8608,400.8675,4.008675,6.2578212,0.886897445
562,PU,Chlorella Vulgaris,41.4226,58.5774,57.7293,7.2373,27.0726,7.5682,0.3926,1.1279,5.6221,83.1519,218.7614,0.2965,10.0981,687.3817,13.1927,22.1445,5.7622,3.9768,54.8176,285.0617,255.2263,2.552263,5.638713,0.595755154
563,PE,Sugarcane Straw,29.5428,70.4572,55.7506,7.5081,36.4839,0.2071,0.0502,8.4489,5.2643,79.2553,212.4455,0.3324,7.0315,767.0245,14.763,23.3147,6.4536,2.3274,53.1257,273.2663,245.6987,2.456987,5.3652654,0.63320566
564,PET,Soy Peel,25.3403,74.6597,49.3841,6.1009,42.3419,2.1731,0,5.3911,8.5172,78.0874,202.9622,0.3968,8.0043,679.0221,8.0046,15.8976,13.0327,2.9429,60.1179,258.822,209.7034,2.097034,3.9211526,0.503509964
